Province,Centre,Zone,Neighbourhood,Dwelling Type ,Bachelor ,1 Bedroom,2 Bedroom,3 Bedroom +,Total ,Year
N.B.,Moncton,Remainder of CMA,Southern Remainder of Moncton CMA,Apt & Other,0.0,536.0,704.0,0.0,657.0,2018
N.B.,Moncton,Remainder of CMA,Northern Remainder of Moncton CMA,Row,0.0,0.0,0.0,0.0,0.0,2018
N.B.,Moncton,Remainder of CMA,Northern Remainder of Moncton CMA,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018
N.B.,Saint John,South,South End,Row,0.0,0.0,0.0,0.0,0.0,2018
N.B.,Saint John,South,South End,Apt & Other,433.0,630.0,693.0,867.0,644.0,2018
N.B.,Saint John,South,Uptown,Row,0.0,0.0,0.0,0.0,0.0,2018
N.B.,Saint John,South,Uptown,Apt & Other,583.0,663.0,836.0,1024.0,750.0,2018
N.B.,Saint John,West,West,Row,0.0,0.0,0.0,0.0,0.0,2018
N.B.,Saint John,West,West,Apt & Other,0.0,579.0,696.0,800.0,690.0,2018
N.B.,Saint John,North,Indian Town,Row,0.0,0.0,0.0,0.0,0.0,2018
N.B.,Saint John,North,Indian Town,Apt & Other,479.0,592.0,684.0,723.0,655.0,2018
N.B.,Saint John,North,North End,Row,0.0,0.0,0.0,0.0,0.0,2018
N.B.,Saint John,North,North End,Apt & Other,598.0,763.0,809.0,748.0,785.0,2018
N.B.,Saint John,North,Millidgeville,Row,0.0,0.0,0.0,0.0,0.0,2018
N.B.,Saint John,North,Millidgeville,Apt & Other,571.0,666.0,787.0,0.0,771.0,2018
N.B.,Saint John,East,East,Row,0.0,0.0,0.0,0.0,0.0,2018
N.B.,Saint John,East,East,Apt & Other,556.0,622.0,757.0,764.0,728.0,2018
N.B.,Saint John,Outlying Areas,Rothesay,Row,0.0,0.0,0.0,0.0,0.0,2018
N.B.,Saint John,Outlying Areas,Rothesay,Apt & Other,0.0,611.0,665.0,0.0,667.0,2018
N.B.,Saint John,Outlying Areas,Quipspamsis,Row,0.0,0.0,0.0,0.0,0.0,2018
N.B.,Saint John,Outlying Areas,Quipspamsis,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018
N.B.,Saint John,Outlying Areas,Saint Martins/Hampton,Row,0.0,0.0,0.0,0.0,0.0,2018
N.B.,Saint John,Outlying Areas,Saint Martins/Hampton,Apt & Other,0.0,0.0,0.0,0.0,562.0,2018
N.B.,Saint John,Outlying Areas,Eastern Saint John CMA,Row,0.0,0.0,0.0,0.0,0.0,2018
N.B.,Saint John,Outlying Areas,Eastern Saint John CMA,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018
Que,Saguenay,North Sector,Chicoutimi-Nord,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Saguenay,North Sector,Chicoutimi-Nord,Apt & Other,514.0,456.0,553.0,622.0,543.0,2018
Que,Saguenay,North Sector,Northern Outskirts,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Saguenay,North Sector,Northern Outskirts,Apt & Other,0.0,440.0,487.0,602.0,517.0,2018
Que,Saguenay,Chicoutimi-Sud,Chicoutimi Downtown,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Saguenay,Chicoutimi-Sud,Chicoutimi Downtown,Apt & Other,441.0,479.0,576.0,607.0,530.0,2018
Que,Saguenay,Chicoutimi-Sud,Chicoutimi-Sud,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Saguenay,Chicoutimi-Sud,Chicoutimi-Sud,Apt & Other,435.0,503.0,675.0,704.0,643.0,2018
Que,Saguenay,Jonquière,Jonquière Downtown,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Saguenay,Jonquière,Jonquière Downtown,Apt & Other,429.0,461.0,571.0,688.0,558.0,2018
Que,Saguenay,Jonquière,Jonquière,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Saguenay,Jonquière,Jonquière,Apt & Other,389.0,469.0,635.0,766.0,619.0,2018
Que,Saguenay,Jonquière,Southern Outskirts,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Saguenay,Jonquière,Southern Outskirts,Apt & Other,0.0,0.0,504.0,0.0,557.0,2018
Que,Saguenay,La Baie,La Baie,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Saguenay,La Baie,La Baie,Apt & Other,0.0,445.0,514.0,540.0,506.0,2018
Que,Montréal,Downtown Montréal/Îles-des-Soeurs,Ville-Marie,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Downtown Montréal/Îles-des-Soeurs,Ville-Marie,Apt & Other,867.0,1119.0,1587.0,1681.0,1164.0,2018
Que,Montréal,Downtown Montréal/Îles-des-Soeurs,Île-des-Soeurs,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Downtown Montréal/Îles-des-Soeurs,Île-des-Soeurs,Apt & Other,733.0,933.0,1157.0,1175.0,1001.0,2018
Que,Montréal,Sud-Ouest/Verdun,Verdun,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Sud-Ouest/Verdun,Verdun,Apt & Other,530.0,697.0,718.0,866.0,715.0,2018
Que,Montréal,Sud-Ouest/Verdun,South West,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Sud-Ouest/Verdun,South West,Apt & Other,0.0,837.0,801.0,931.0,823.0,2018
Que,Montréal,LaSalle,LaSalle,Row,0.0,0.0,0.0,890.0,890.0,2018
Que,Montréal,LaSalle,LaSalle,Apt & Other,519.0,671.0,754.0,1049.0,789.0,2018
Que,Montréal,ND-de-Grâce/Ct-St-Luc etc.,Westmount,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,ND-de-Grâce/Ct-St-Luc etc.,Westmount,Apt & Other,818.0,1200.0,0.0,2514.0,0.0,2018
Que,Montréal,ND-de-Grâce/Ct-St-Luc etc.,Notre-Dame-de-Grâce,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,ND-de-Grâce/Ct-St-Luc etc.,Notre-Dame-de-Grâce,Apt & Other,609.0,748.0,918.0,1052.0,808.0,2018
Que,Montréal,ND-de-Grâce/Ct-St-Luc etc.,Hampstead/Côte-Saint-Luc,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,ND-de-Grâce/Ct-St-Luc etc.,Hampstead/Côte-Saint-Luc,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,ND-de-Grâce/Ct-St-Luc etc.,Côte-Saint-Luc/Montreal West,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,ND-de-Grâce/Ct-St-Luc etc.,Côte-Saint-Luc/Montreal West,Apt & Other,567.0,850.0,1224.0,1459.0,1039.0,2018
Que,Montréal,Ct-des-Neiges/Mt-Royal/Outremont,Côte-des-Neiges,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Ct-des-Neiges/Mt-Royal/Outremont,Côte-des-Neiges,Apt & Other,602.0,768.0,963.0,1319.0,865.0,2018
Que,Montréal,Ct-des-Neiges/Mt-Royal/Outremont,Outremont,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Ct-des-Neiges/Mt-Royal/Outremont,Outremont,Apt & Other,0.0,942.0,1289.0,0.0,1168.0,2018
Que,Montréal,Ct-des-Neiges/Mt-Royal/Outremont,Mont-Royal,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Ct-des-Neiges/Mt-Royal/Outremont,Mont-Royal,Apt & Other,0.0,848.0,1076.0,1324.0,996.0,2018
Que,Montréal,Plateau-Mont-Royal,Plateau-Mont-Royal,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Plateau-Mont-Royal,Plateau-Mont-Royal,Apt & Other,753.0,887.0,1059.0,1481.0,965.0,2018
Que,Montréal,Villeray/St-Michel/Pc-Extension,Parc-Extension,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Villeray/St-Michel/Pc-Extension,Parc-Extension,Apt & Other,469.0,584.0,626.0,0.0,604.0,2018
Que,Montréal,Villeray/St-Michel/Pc-Extension,Villeray,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Villeray/St-Michel/Pc-Extension,Villeray,Apt & Other,555.0,622.0,823.0,0.0,761.0,2018
Que,Montréal,Villeray/St-Michel/Pc-Extension,Saint-Michel,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Villeray/St-Michel/Pc-Extension,Saint-Michel,Apt & Other,532.0,555.0,655.0,800.0,638.0,2018
Que,Montréal,Hochelaga-Maisonneuve,East Ville-Marie,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Hochelaga-Maisonneuve,East Ville-Marie,Apt & Other,681.0,755.0,797.0,995.0,828.0,2018
Que,Montréal,Hochelaga-Maisonneuve,Hochelaga-Maisonneuve,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Hochelaga-Maisonneuve,Hochelaga-Maisonneuve,Apt & Other,520.0,621.0,718.0,981.0,692.0,2018
Que,Montréal,Rosemont/La Petite-Patrie,Rosemont/La Petite-Patrie,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Rosemont/La Petite-Patrie,Rosemont/La Petite-Patrie,Apt & Other,549.0,657.0,752.0,1186.0,745.0,2018
Que,Montréal,Anjou/Saint-Léonard,Saint-Léonard,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Anjou/Saint-Léonard,Saint-Léonard,Apt & Other,481.0,545.0,699.0,910.0,714.0,2018
Que,Montréal,Anjou/Saint-Léonard,Anjou,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Anjou/Saint-Léonard,Anjou,Apt & Other,537.0,621.0,716.0,741.0,683.0,2018
Que,Montréal,Montréal-Nord,Montréal-Nord,Row,0.0,475.0,620.0,0.0,572.0,2018
Que,Montréal,Montréal-Nord,Montréal-Nord,Apt & Other,516.0,576.0,657.0,896.0,661.0,2018
Que,Montréal,Ahuntsic/Cartierville,Ahuntsic,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Ahuntsic/Cartierville,Ahuntsic,Apt & Other,491.0,643.0,796.0,1028.0,741.0,2018
Que,Montréal,Ahuntsic/Cartierville,Cartierville,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Ahuntsic/Cartierville,Cartierville,Apt & Other,471.0,621.0,726.0,1173.0,689.0,2018
Que,Montréal,Saint-Laurent,Saint-Laurent,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Saint-Laurent,Saint-Laurent,Apt & Other,610.0,746.0,866.0,946.0,822.0,2018
Que,Montréal,Dorval/Lachine/Saint-Pierre,Lachine,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Dorval/Lachine/Saint-Pierre,Lachine,Apt & Other,534.0,608.0,703.0,862.0,694.0,2018
Que,Montréal,Dorval/Lachine/Saint-Pierre,Dorval/Île-Dorval,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Dorval/Lachine/Saint-Pierre,Dorval/Île-Dorval,Apt & Other,574.0,747.0,903.0,1149.0,839.0,2018
