Province,Centre,Zone,Neighbourhood,Dwelling Type ,Bachelor ,1 Bedroom,2 Bedroom,3 Bedroom +,Total ,Year
N.B.,Moncton,Dieppe City,St. Anselme,Row,,,1058.0,,1091.0,2020
N.B.,Moncton,Dieppe City,St. Anselme,Apt & Other,,,,,,2020
N.B.,Moncton,Dieppe City,Fox Creek/Lakeburn,Row,,,,,,2020
N.B.,Moncton,Dieppe City,Fox Creek/Lakeburn,Apt & Other,,1003.0,1197.0,,1170.0,2020
N.B.,Moncton,Remainder of CMA,Southern Remainder of Moncton CMA,Row,,,,,,2020
N.B.,Moncton,Remainder of CMA,Southern Remainder of Moncton CMA,Apt & Other,,,,,,2020
N.B.,Moncton,Remainder of CMA,Northern Remainder of Moncton CMA,Row,,,,,,2020
N.B.,Moncton,Remainder of CMA,Northern Remainder of Moncton CMA,Apt & Other,,,,,,2020
N.B.,Saint John,South,South End,Row,,,,,,2020
N.B.,Saint John,South,South End,Apt & Other,479.0,688.0,791.0,,694.0,2020
N.B.,Saint John,South,Uptown,Row,,,,,,2020
N.B.,Saint John,South,Uptown,Apt & Other,617.0,726.0,887.0,1049.0,816.0,2020
N.B.,Saint John,West,West,Row,,,,,,2020
N.B.,Saint John,West,West,Apt & Other,,604.0,716.0,815.0,706.0,2020
N.B.,Saint John,North,Indian Town,Row,,,,,,2020
N.B.,Saint John,North,Indian Town,Apt & Other,,633.0,685.0,671.0,659.0,2020
N.B.,Saint John,North,North End,Row,,,,,,2020
N.B.,Saint John,North,North End,Apt & Other,605.0,849.0,844.0,813.0,834.0,2020
N.B.,Saint John,North,Millidgeville,Row,,,,,,2020
N.B.,Saint John,North,Millidgeville,Apt & Other,658.0,742.0,885.0,,879.0,2020
N.B.,Saint John,East,East,Row,,,,,,2020
N.B.,Saint John,East,East,Apt & Other,602.0,667.0,826.0,818.0,784.0,2020
N.B.,Saint John,Outlying Areas,Rothesay,Row,,,,,,2020
N.B.,Saint John,Outlying Areas,Rothesay,Apt & Other,,662.0,838.0,857.0,827.0,2020
N.B.,Saint John,Outlying Areas,Quipspamsis,Row,,,,,,2020
N.B.,Saint John,Outlying Areas,Quipspamsis,Apt & Other,,,,,,2020
N.B.,Saint John,Outlying Areas,Saint Martins/Hampton,Row,,,,,,2020
N.B.,Saint John,Outlying Areas,Saint Martins/Hampton,Apt & Other,,,,,,2020
N.B.,Saint John,Outlying Areas,Eastern Saint John CMA,Row,,,,,,2020
N.B.,Saint John,Outlying Areas,Eastern Saint John CMA,Apt & Other,,669.0,693.0,,690.0,2020
Que,Saguenay,North Sector,Chicoutimi-Nord,Row,,,,,,2020
Que,Saguenay,North Sector,Chicoutimi-Nord,Apt & Other,511.0,497.0,568.0,657.0,578.0,2020
Que,Saguenay,North Sector,Northern Outskirts,Row,,,,,,2020
Que,Saguenay,North Sector,Northern Outskirts,Apt & Other,,426.0,502.0,,517.0,2020
Que,Saguenay,Chicoutimi-Sud,Chicoutimi Downtown,Row,,,,,,2020
Que,Saguenay,Chicoutimi-Sud,Chicoutimi Downtown,Apt & Other,487.0,489.0,637.0,765.0,582.0,2020
Que,Saguenay,Chicoutimi-Sud,Chicoutimi-Sud,Row,,,1220.0,1330.0,1259.0,2020
Que,Saguenay,Chicoutimi-Sud,Chicoutimi-Sud,Apt & Other,,523.0,774.0,894.0,735.0,2020
Que,Saguenay,Jonquière,Jonquière Downtown,Row,,,,,,2020
Que,Saguenay,Jonquière,Jonquière Downtown,Apt & Other,453.0,479.0,588.0,679.0,570.0,2020
Que,Saguenay,Jonquière,Jonquière,Row,,,,,,2020
Que,Saguenay,Jonquière,Jonquière,Apt & Other,372.0,499.0,699.0,821.0,664.0,2020
Que,Saguenay,Jonquière,Southern Outskirts,Row,,,,,,2020
Que,Saguenay,Jonquière,Southern Outskirts,Apt & Other,,,567.0,,595.0,2020
Que,Saguenay,La Baie,La Baie,Row,,,,,,2020
Que,Saguenay,La Baie,La Baie,Apt & Other,,478.0,532.0,573.0,532.0,2020
Que,Montréal,Downtown Montréal/Îles-des-Soeurs,Ville-Marie,Row,,,,,,2020
Que,Montréal,Downtown Montréal/Îles-des-Soeurs,Ville-Marie,Apt & Other,988.0,1255.0,1715.0,1988.0,1324.0,2020
Que,Montréal,Downtown Montréal/Îles-des-Soeurs,Île-des-Soeurs,Row,,,,,,2020
Que,Montréal,Downtown Montréal/Îles-des-Soeurs,Île-des-Soeurs,Apt & Other,799.0,1011.0,1235.0,1245.0,1075.0,2020
Que,Montréal,Sud-Ouest/Verdun,Verdun,Row,,,,,,2020
Que,Montréal,Sud-Ouest/Verdun,Verdun,Apt & Other,628.0,718.0,850.0,993.0,854.0,2020
Que,Montréal,Sud-Ouest/Verdun,South West,Row,,,,,,2020
Que,Montréal,Sud-Ouest/Verdun,South West,Apt & Other,,,,,1043.0,2020
Que,Montréal,LaSalle,LaSalle,Row,,,,714.0,714.0,2020
Que,Montréal,LaSalle,LaSalle,Apt & Other,,711.0,862.0,1189.0,889.0,2020
Que,Montréal,ND-de-Grâce/Ct-St-Luc etc.,Westmount,Row,,,,,,2020
Que,Montréal,ND-de-Grâce/Ct-St-Luc etc.,Westmount,Apt & Other,824.0,1124.0,1491.0,2024.0,1429.0,2020
Que,Montréal,ND-de-Grâce/Ct-St-Luc etc.,Notre-Dame-de-Grâce,Row,,,,,,2020
Que,Montréal,ND-de-Grâce/Ct-St-Luc etc.,Notre-Dame-de-Grâce,Apt & Other,649.0,809.0,1087.0,1010.0,914.0,2020
Que,Montréal,ND-de-Grâce/Ct-St-Luc etc.,Hampstead/Côte-Saint-Luc,Row,,,,,,2020
Que,Montréal,ND-de-Grâce/Ct-St-Luc etc.,Hampstead/Côte-Saint-Luc,Apt & Other,,892.0,972.0,,955.0,2020
Que,Montréal,ND-de-Grâce/Ct-St-Luc etc.,Côte-Saint-Luc/Montreal West,Row,,,,,,2020
Que,Montréal,ND-de-Grâce/Ct-St-Luc etc.,Côte-Saint-Luc/Montreal West,Apt & Other,733.0,973.0,1341.0,1829.0,1165.0,2020
Que,Montréal,Ct-des-Neiges/Mt-Royal/Outremont,Côte-des-Neiges,Row,,,,,,2020
Que,Montréal,Ct-des-Neiges/Mt-Royal/Outremont,Côte-des-Neiges,Apt & Other,685.0,826.0,1045.0,1227.0,930.0,2020
Que,Montréal,Ct-des-Neiges/Mt-Royal/Outremont,Outremont,Row,,,,,,2020
Que,Montréal,Ct-des-Neiges/Mt-Royal/Outremont,Outremont,Apt & Other,800.0,1102.0,1326.0,,1269.0,2020
Que,Montréal,Ct-des-Neiges/Mt-Royal/Outremont,Mont-Royal,Row,,,,,,2020
Que,Montréal,Ct-des-Neiges/Mt-Royal/Outremont,Mont-Royal,Apt & Other,798.0,973.0,1202.0,1447.0,1111.0,2020
Que,Montréal,Plateau-Mont-Royal,Plateau-Mont-Royal,Row,,,,,,2020
Que,Montréal,Plateau-Mont-Royal,Plateau-Mont-Royal,Apt & Other,781.0,1025.0,1091.0,1628.0,1040.0,2020
Que,Montréal,Villeray/St-Michel/Pc-Extension,Parc-Extension,Row,,,,,,2020
Que,Montréal,Villeray/St-Michel/Pc-Extension,Parc-Extension,Apt & Other,535.0,684.0,677.0,,668.0,2020
Que,Montréal,Villeray/St-Michel/Pc-Extension,Villeray,Row,,,,,,2020
Que,Montréal,Villeray/St-Michel/Pc-Extension,Villeray,Apt & Other,642.0,683.0,790.0,1016.0,822.0,2020
Que,Montréal,Villeray/St-Michel/Pc-Extension,Saint-Michel,Row,,,,,,2020
Que,Montréal,Villeray/St-Michel/Pc-Extension,Saint-Michel,Apt & Other,565.0,,692.0,802.0,687.0,2020
Que,Montréal,Hochelaga-Maisonneuve,East Ville-Marie,Row,,,,,,2020
Que,Montréal,Hochelaga-Maisonneuve,East Ville-Marie,Apt & Other,868.0,842.0,936.0,,908.0,2020
Que,Montréal,Hochelaga-Maisonneuve,Hochelaga-Maisonneuve,Row,,,,,,2020
Que,Montréal,Hochelaga-Maisonneuve,Hochelaga-Maisonneuve,Apt & Other,589.0,705.0,834.0,1009.0,776.0,2020
Que,Montréal,Rosemont/La Petite-Patrie,Rosemont/La Petite-Patrie,Row,,,,,,2020
Que,Montréal,Rosemont/La Petite-Patrie,Rosemont/La Petite-Patrie,Apt & Other,642.0,726.0,864.0,1409.0,832.0,2020
Que,Montréal,Anjou/Saint-Léonard,Saint-Léonard,Row,,,,,,2020
Que,Montréal,Anjou/Saint-Léonard,Saint-Léonard,Apt & Other,501.0,700.0,778.0,1028.0,848.0,2020
Que,Montréal,Anjou/Saint-Léonard,Anjou,Row,,,,,,2020
